id,text,target,flesch_reading,dale_chall,coleman_liau,mcalpine_eflaw,wrd_cnt,sen_cnt,syl_cnt,polysyl_cnt,avg_wrd_per_sen,avg_syl_per_wrd,ttr,rttr,cttr,mtld75
229,"
                 I would like a family with a man and 2 children. I will works in a Company clothes with my friends. I would cheap a big house with jaccuzi, sauna and pool I would work just 10 year. I would go in Maldives for my holidays and I would live in Morocco. I love this land. I would go with my familie and my friend ",0.08333333333333333,94.35,6.6,2.76,15.8,65.0,6.0,78.0,5.0,10.833333333333334,1.2,0.5714285714285714,4.535573676110727,3.2071349029490928,24.29411764705882
230,"
                 First i'll give as an important advice, to turn off the the tap while brushing teeth. People often forget to turn it off and waste a lot of water while we know that water is the new gold for it's coming rarety. As a second advice, i'll say to recycle bin, plastic with plastic paper with paper, as we know a lot of used thing can be re-used after recycling, like Antoine Lavoisier said : ""nothing is lost, nothing is created, everything is transformed"". The third advice will be, to think every day about the least polluant way to do things, as transport (for example : going at work by walking or with a bike or with public tranports) but too with the alimentation by eating season fruit or vegetables (not exported food which is really polluant by the use of trucks and plane or ships). There is a lot of simple and small things that we can change in our daily routine to make a better world and save the nature ! ",0.3,53.89,7.74,7.79,49.6,170.0,5.0,230.0,12.0,34.0,1.3529411764705883,0.6358381502890174,8.36314513396676,5.913636636275173,56.01904761904762
231,"
                 Two years ago, I went in Italy with my parents and my grand-parents in July to discover the village of my grand-father in Bergamo. It was the first time that I went in this city and it was really a beautiful trip.  Firstly, the weather was very good. Every day was sunny and the sky was blu. The landshappes were wonderful because of the high mountains and the beautiful lake that passed through the village. Secondly, I have meet the family of my grand-father for the first time. His sisters and brothers and also his nieces. The life there is poor but people live with the necessary, there are simple and they are rich in what they have learnt in their life. Moreover, I have seen the house in which my grand-father was born and has growth. Now, they have built an italian restaurant in this place..the things are changing...herbs are replaced into cement..clams are changed into buildings...the worlds is falling down...  The day after, We went to the cimetery to pray for the ones that aren't there yet. The last day, we visted the center of Bergamo. In the old part of the city, there are a lot of old museums, churches, typical bakeries and restaurants. In the modern part of the town, there are especially many shops and bars.  I will always remember this holiday because this trip was rich in emotions, in discoveries and in surprises. The city was amazing and it's important to know where we really come from. ",0.3,83.96,7.07,7.41,18.3,253.0,20.0,340.0,23.0,12.65,1.3438735177865613,0.5328185328185329,8.57490277081656,6.063371897259706,51.8
232,"
                 In my opinion, this statement is basically true. It has been shown by several studies that malnutrition and/or one-sided nutrition is not healthy in the long run and also affects mood, motivation and wellbeeing in general. We all know that we do not feel particularly good when we eat nothing but fast-food for a week or have just devoured a complete chocolate cake. However, being obsessed about your diet, constantly thinking about it and restricting yourself too much is not healthy either. For me a healthy balanced diet means also that I can eat what I crave for. Usually, the body knows best what he wants. If you are thirsty, you drink water. If you need salt, you want to eat salty food etc. Of course, we can also not completely give in to our cravings, but it is important to find a healthy balance to achieve a healthy life-style. ",0.7666666666666666,71.44,7.83,8.35,23.9,150.0,9.0,209.0,14.0,16.666666666666668,1.3933333333333333,0.6821192052980133,8.382021125342941,5.926983977778891,68.44313063063063
233,"
                 He {name},  I'am very happy to come home next week-end to celebrate your birthday. I asked to my friend {name}, the photograph to take some pictures during de the party. He is Ok.  {name} take the wonderful pictures.  Can you send him your adress please? Him number phone is {number}.  See you next week. Kiss. ",0.15,88.84,6.33,4.83,11.0,55.0,7.0,70.0,3.0,7.857142857142857,1.2727272727272727,0.6964285714285714,5.211594217292276,3.6851536118399655,35.0
234,"
                 Social networks : destroyer or potitif factor on relationships ? On one hand, I strongly believe that social networks can have a negative impact on relationships because it keeps away real link between people. I need to see my friends face to face to Internet can not remplace a genuine relation between friends. I do not trust in e-relation as it sounds fake. Social networks are not the real life, not natural, not spontaneous. On the other hand, social networks can be usefull to keep in touch with everyone you desire to linked to. Time flight and we do not always find the time to meet up with friends. Social networks are really usefull to have news, see pictures, talk to friends while you can not see them face to face. To conclude, I trust that social networks have either negative and positive impact on relationships.Using it with moderation and not as the only way to maintain or create a connection. ",0.3,63.8,7.4,9.16,22.6,159.0,10.0,234.0,16.0,15.9,1.471698113207547,0.525,6.640783086353596,4.695742752749558,55.93191489361702
235,"
                 I'm not a big fan of reading and i don't read many books. But six months ago, i had read one book very interesting. The title is ""Le poids du sacerdoce"" and it's actually a novel. It is a story of a man who become a priest and although all the vows made at the church like he can't have a wife or a child and most of all can't have sex relations, he falled in love of one girl. The girl was actually a student at secondary school and was living with her mother. The priest and her hanged out together ",0.25,79.6,7.11,4.29,26.5,102.0,6.0,128.0,6.0,17.0,1.2549019607843137,0.6542056074766355,6.767155423319645,4.785101489172643,59.03495343793851
236,"
                 I hope that I will have a job in computer sciences in a society whether as a work in Belgium or in an other country. I may have a fiancee with whom I will live in a flat or a little house that we will praise. I would also like to have visit Japan once or twice... This is what I Imagine. ",0.19999999999999998,89.58,6.44,3.01,22.3,62.0,4.0,75.0,2.0,15.5,1.2096774193548387,0.6612903225806451,5.2070052070078106,3.6819086915488857,21.958333333333336
237,"
                 I have just seen Batman vs Superman and I couldn't miss the occasion to share with you my opinion. I won't speak about all the aspects of the movie (I mean the plot, the actors or the music) because I would be too long to explain and you can easily find that on the internet. I just want to share something like verdict with you. Here is mine : it was good ! Whatever you could hear on the social networks or in the newspapers just remember this famous quote ""don't judge a book by it's cover"". I couldn't be more true. The fact that I like this blockbuster and superheroes movies may sounds strange for most of you but I find in this kind of stories something similar with greek mythology.. You will also notice some obvious references to Greece and also some potential philosophy subjects. You should definitely go there and see the movie, I hope you will enjoy it as much as me. Don't forget to comment. xoxo ",0.39999999999999997,79.7,7.46,7.02,23.9,169.0,10.0,226.0,15.0,16.9,1.3372781065088757,0.6342857142857142,8.390811300804845,5.933199570455821,68.13936781609196
238,"
                 My name is {name} I have 22 year. My mother is {name} and she has 46 year My father is {name} and he has 53 year My father works with politie and my mother wroking not. I have 5 brothers and I have not sister. I have a big brother and anothers they little. ",0.05000000000000001,91.61,6.94,2.83,20.8,54.0,4.0,65.0,1.0,13.5,1.2037037037037037,0.5,3.5355339059327373,2.5,16.666666666666668
239,"
                 My answer to this question is yes, famous people do have a right to privacy. Artists, actors, musicians, politicians (and so on) don't need every single aspects of their life known and shown to the whole world. The only thing that should matter is if these people do their job right. As long as they don't break any rule, why should we know who they married and what their children look like or if they cheated,... Furthermore, media making money by invading privacy are often terrible. Examples of this are tabloids or reality show like the Kardashians. That is not good TV. It's getting harder and harder for celebrities to keep their private life private, with the increase of social media and everybody owning a camera phone. We should put ourselves in their shoes and ask us how we would like to be treated if we were in their place. ",0.6999999999999998,71.44,7.2,8.12,23.1,150.0,9.0,203.0,10.0,16.666666666666668,1.3533333333333333,0.6797385620915033,8.407901667926211,5.945284284940307,87.40765550239234
240,"
                 If I had 1 million euros, I think that I will build a big house. I would like to have 3 children so I want they will have a lot of place to play, to run outside, play football or something like that. I think I will buy several houses to rent them to people and to continue to earn money. I will give a part of this money to my parents or my brother. With it they could live better and more enjoy the life. I will give a part to an association for the research or for a people who needs money to survive. And to finish, I will keep them for later, for my children. I think I would like to continue my work. Because I will be crazy to do nothing of my day. When I go to work, I see people and I can speak with them, talking about all. That it is the real life. Perhaps, I will do some trips too. I would like to visit some country and cities like New York, the Africa. My boyfriend want to go to Cuba. So maybe we will travel more than now. ",0.3,92.02,5.81,2.94,19.3,197.0,15.0,238.0,4.0,13.133333333333333,1.2081218274111676,0.5025641025641026,7.017925765586442,4.962422898709967,37.22727272727273
241,"
                 In 10 years, I would like to live and work in Canada because I love this country. I hope I would work in a big company in the Human Resources. I also hope that I will have a husband and 2 children. I think that my family will miss me and I will miss them but I don't want to stay in Belgium. It's my country but there is no future for my generation and the governement don't do the best for the poeple. They only think for the money. ",0.3,81.63,6.31,3.65,22.2,90.0,6.0,113.0,4.0,15.0,1.2555555555555555,0.5934065934065934,5.660738118298359,4.002746309969947,28.809322033898304
242,"
                 La brassicole yesterday the brassicole tooked place on the grand place of louvain la neuve. this event open for everybody welcomed a lot of brasseur from all belgium. young and old came drink a glass of degustation with professional to answer there questions. all kind of beer for only one euro per beer, is the occasion to try every kind of fabrication and see the welse is your favorite. the occasion to discover new beer and have advice and explanation from the one who really can answer, the one who makes the beer. ",0.19999999999999998,69.52,7.95,8.94,27.2,93.0,5.0,132.0,12.0,18.6,1.4193548387096775,0.6451612903225806,6.221710168382551,4.399413450640599,32.01973684210526
243,"
                 At home, my hobbies are sudoku, to watch télévision and  the BD.  I like to travelling with my familly in the different country in the world.  i visit the muséum and the city with my camping-car ",0.05000000000000001,84.68,7.74,6.13,18.3,36.0,3.0,48.0,3.0,12.0,1.3333333333333333,0.6944444444444444,4.166666666666667,2.946278254943948,32.57142857142857
244,"
                 Oh, my best book? Well, to be honnest, I don't read at all. I don't know why but I can't spend my time reading books, I fell it like a waste of time... it's not funny because I want to read, the Lovecraft's novels seems to be very good for me, for my imagination maybe. Now I don't know what to write for you, maybe a story? Once upon a time... no just kidding, i'm a funny guy hu? Okay, now the eighty words will be complete, or not? So many questions and no answers... ",0.39999999999999997,94.56,6.32,2.53,15.8,95.0,9.0,110.0,1.0,10.555555555555555,1.1578947368421053,0.6568627450980392,6.6339885379437185,4.690938281493833,57.33333333333333
245,"
                 People who live in the public eye certainly do have a right to privacy. This is a fundamental right of all human beings. However, the reality is probably that this right is not respected. For many famous persons, we see too often private pictures or information relative to intimacy published in tabloids. I cannot imagine that stars, politicians, members of royal families, etc. can go out in any public place without the fear of being recognised. If I were them, I would feel that as a violation of my freedom and of one of the most basic human rights. Medias and fans seem to forget that famous people are as human as they are and that they have the same needs, dreams, fears and hopes as anybody else. Yet, there may be some exceptions: some people who actually like to see their whole life becoming public. They may accept to lose their privacy in the name of glory and fame. But I believe that this is rare and that most famous people actually wish to see their right to privacy respected. ",0.7333333333333334,71.65,7.6,7.89,23.1,181.0,11.0,261.0,19.0,16.454545454545453,1.441988950276243,0.6022099447513812,8.101906194094113,5.728912810381241,53.49669499527857
246,"
                 When i was ten yeard old, i walked in the moutain. When i'felt on a rock. The monitor has needed tp call a helicopter. At the hospital, the medecine told me that i has broken my leg. This the longer holliday of my life, sit on a sofa all of the day. The worst in this history, it was the second day of the beging of the holliday, i must waited eleven to back home ",0.15,84.17,6.99,3.35,19.7,75.0,6.0,96.0,7.0,12.5,1.28,0.6447368421052632,5.620685479828762,3.9744248177036825,31.666666666666664
247,"
                 At the moment, the only event I'm waiting for is the next summer holidays ! I'm going to finish my first year at the University which was very nice. I have met a lot of person who were very open-minded. That's something really important for me. And then, after this crazy year, I could enjoy my break during the summer. During the two first weeks of July, I'm going to go to Corse with my parents and my sister. We're going to get there by boat. And I'm going to turn 19 on the boat, it'll be so good! After that, I'm going to work during a month to pay some other holidays or whatever in the future. Well, I'm really excited about these holidays (even if the easter break just finish) !!! ",0.3,75.1,5.85,5.15,18.8,131.0,10.0,178.0,10.0,13.1,1.3587786259541985,0.6187050359712231,7.294424795247751,5.157937237574978,44.68585043988269
248,"
                 In my opinion, social networks such as Facebook or Twitter or Instagram have a big impact on relationships. Because you always have to be careful of what you post in the public sphere. Pictures or even words can produce real troubles and can cause public disruptcies on the social life of the person who has posted them on the internet. Those social networks can also make trouble within families, because of a uncareful word in a commentary or in a conservation, families can be separated. Social networks have change the meaning of relationships and there is no turn around on that turf. If you're active on a social network, you'll always have to be careful of what you say because it is hard to repair something on the internet, it is not the same if you have the person in front of you and you can tell or what you mean. To conclude, social networks have a big impact on relationships and it can't be underestimated. ",0.3,55.88,7.48,8.88,34.9,166.0,7.0,243.0,14.0,23.714285714285715,1.463855421686747,0.4970414201183432,6.461538461538462,4.568997663051538,50.671045117075955
249,"
                 My favorit hobbie's running in nature.  I like it, it's fun,  and after, i'm relaxed for any time!  I should like progress, step by step!   The running, is verry important for my self!  :-) ",0.08333333333333333,88.43,6.92,4.37,12.3,33.0,4.0,43.0,1.0,8.25,1.303030303030303,0.75,4.5,3.1819805153394642,36.0
250,"
                 Social networks such as Facebook can have postive impacts as well as negative impacts on relationships. On the one hand, Facebook can be very helpful to look for friends you've lost sight of. It's always a warm feeling when you find out they did great in life. Also, you can share happy or sad moments of your life and friends can react to it. Another great thing about Facebook is that you can join groups about specific subjects like a singer you love, your hobby or your favorite football team, and meet new people who have the same center of interest as you. I'd like to add that, having many friends living in Paris, I was so relieved, thanks to Facebook app, to know that all of them were safe after the terrorist attacks on 13 November. On the other hand, Facebook is very intrusive in your private life as it knows everything you watch, you do and so on. Also, everything you post on Facebook become Facebook's property which is, in my opinion, definitely abnormal. For some specific public, Facebook can be particularly harmful. For exemple, teens can be bullied online which may sometimes lead to suicide. Also, teenagers are not always aware of the danger of publishing pictures or accepting anyone as a friend. Who knows if this person is a perv! In general, you need to be very careful about what you post and whom they post it to, especially when it concerns you professional or your love life. You don't want your girlfriend to know you cheated on her with Facebook, or your boss to find out you lied about being sick as hell while you were in fact sunbathing in the Bahamas! To conclude, I think social networks like Facebook are double-edged swords. People need to be very careful about what they post and whom they post it to. Parents must control their kids' use of social network to be sure they're safe. Despite these inconveniences, social networks are wonderful to keep in touch with friends or to discover new inspiring and loving people! ",0.7666666666666666,68.7,7.4,8.76,27.0,349.0,18.0,479.0,25.0,19.38888888888889,1.3724928366762177,0.5141242937853108,9.673190862839757,6.839978854825743,80.82242637805186
251,"
                 Most people think that social networks are just alienating and addictive networks, that are bad for people because it reduces communication and interactions in the real life. However, in my opinion, there are still many benefits behind it. First of all, social networks promotes organisation. People can talk to an entire group in the same time, they can describe really precisely an event that they are organising, they can update data,... On social networks like Facebook, you can say ""I participate"" or ""I don't"" and this make it very easier for the person who organises the event. Second of all, social networks are really great for creating bonds between people that would never have existed otherwise. To exemplify that, imagine you are part of a football group on Facebook, you know that every member of the group (even the ones that you don't know yet) share your passion. Another example is the fact that people can take contact easily to professionals thanks to LinkedIn. However, I can't deny that social networks are sometimes dangerous. It might convey information that is not true. Some people might get hurt by what other people say. Some people might develop unhealthy relationships. And a lot of people might talk rubbish because they are hiding behind a screen. But to conclude, I would say that thanks to social networks, real and sincere relationships can be created, and strenghtenend. It's just the role of each of us to be careful and to stand back on what we hear and read. ",0.6666666666666666,62.78,7.27,9.86,23.1,254.0,15.0,384.0,30.0,16.933333333333334,1.5118110236220472,0.5387596899224806,8.653762008469196,6.119133798963086,60.04642857142857
252,"
                 I have a little family, i live with my father because my mother is dead last year. I have a lot of family to foreign country but i don't see my cousins and my uncle. She lives to France and Germany, for me my father is my alone family. ",0.11666666666666665,80.31,5.73,3.83,24.7,49.0,3.0,64.0,3.0,16.333333333333332,1.3061224489795917,0.68,4.808326112068523,3.4,30.555555555555557
253,"
                 Humans, like all the other animals, need to eat to live. Indeed, nutriment intake is the main source of energy for our bodies and therefore one of the most important aspect of our health. In fact, one can live without exercices, one can live without sun (albeit indirectly humans need sunlight), or one can even live without social life or intellectual activity. Science shows us that to fulfill our bodily needs, we need certain amounts of nutrients; vitamins, cereals, amino acids, fats and minerals among others. It is even more the case for certain category of people, namely sportives, physically active adults, children, teenagers, pregnant women and to a different extent elderly people. A balanced diet is therefore very important for an optimal health. Too much fat, and it can highly increase the risk of several illness, such as cancers or obesity. Not enough fats on the other hand will cause problems to the nervous system. Amino acids are needed for our body to create proteins, which will then be used to fuel our muscular tissues. Exemple are numerous, but how do nowadays sedentary humans cope with these needs? A lot of sendentary societies find themselves with several health problems due to several factors of our modern post-industrial society. Dietary wise, there are many factors but let's talk about one of the main one: overconsumption of animal-based nutrients. The modernization of our agricultural method has made production of meat and dairy products much easier and has made the price of these products much cheaper in many developped countries. Despite of the efforts of the agro-industrial lobbies, most animal products have shown to be harmfull for the human physiology, especially when consummed in big quantities, which is the case is many countries, like China, USA and EU countries to name a few. Most meats and fishes provide us with significant and unnecessary amount of bad cholesterol for instance, or when consumming more than a few hundred grams of meat per week, give us amount of proteins exceeding highly our needs. But in meat consumption, red meat is definitly the most dangerous product and has been classified recently as a cancerogenous product by health authorities. Red meat intake increase the risks of heart problems or digestive systems failures and cancers. To go on the positive side, societies with little animal products consumption show signs of better health and longer lives, as it can be seen in some part of China or India where meat consumption is rare. Vegetarian and vegan diets have also shown their proves for physically actives and non actives people as a very suitable dietary option. Recently, the ADA (American Dietary Association) has shown vegetarianism and veganism as very possible diets for a healthier life. If one decide to carry on eating meat on a regular basis, several health specialists recommend eating meat up to 3 times a week maximum, with amounts of meat or fishs in these meals not being higher then 100g. Researchs show that leguminous plants such as beans, peas and soy would be much more efficients source of amino acids, if mixed properly with adapted grains (such as rice with lentils, wheat with peas, etc.). These news are now wide spread amongst developped countries and we can assume that in the next few decades, it will be harder for the agro-industrial lobbies to make their propaganda so succesfull. {initial}. {name} ",0.6999999999999998,54.97,9.44,11.55,33.5,565.0,23.0,867.0,80.0,24.565217391304348,1.5345132743362833,0.5185840707964602,12.326602644011967,8.71622431857289,90.36216517857142
254,"
                 My hobby is learn and create a lot of things who ask me to use my creativity. For exemple, today I work on a project for a contest. I must make a demo actor's video. I feel very good, I feel alive when I'm doing this. I'm not actor or video fitter but I use google for help me to make everything. ",0.11666666666666665,84.27,7.82,2.89,18.8,62.0,5.0,78.0,3.0,12.4,1.2580645161290323,0.6923076923076923,5.581563056514381,3.9467610868816316,47.03947368421053
255,"
                 Though I would have fully agreed with the statement a few years ago, I now believe that the quality of the food is what matters, more than a balanced diet unfortunately. A study has demonstrated that the weight of an average adult nowadays is higher (and not slightly, we speak of a difference of 20kg) than the weight of an average adult in the seventies with a comparable physical activity.  Another study states that in order to ingest the same amount of vitamins than an appel 30 years ago, we would have to eat 30 to 40 appels. Though the balance diet surely helps to live an healthy life, it is thus not in my eyes, the most important factor.  Quality! That what we need.  Food is fuel for our body. The lower the quality of the food, the more we need to ingest in order to reach the needed levels of vitamins and minerals. Our vitality and mood depend on those, but we than endanger our weight! ",0.6666666666666666,67.08,8.25,7.31,30.3,168.0,8.0,235.0,19.0,21.0,1.3988095238095237,0.5393939393939394,6.928640603037555,4.8992887548123045,61.519906743185075
256,"
                 First of all, I'll just say that every little things are important. There are not ""little initiatives"". Let take the example of Louvain-La-Neuve, if every students try to sort the waste or take the train, it means that nearly 30 000 persons (whithout all the personals) are taking care of the environment. So, the first advice I can give is to see the big picture and don't think that your personal initiative are useless because we are thousands to do the same. Secondly, people could try to buy local products. It is difficult because we never know from where procucts come, that's why we need to create some labels for our local products (it will avoid a lot of pollution if we reduce the freight of some products). Finally, we could eat less fish and meat, for example we can try to eat veggie the week-end because we have much time to cook. The change could come from entreprises and governments because they can take important decisions about pollution and so on but first we have to show that we care about environment by doing ""our little initiatives"". ",0.39999999999999997,64.54,7.57,9.0,33.9,188.0,8.0,261.0,20.0,23.5,1.3882978723404256,0.5767195767195767,7.928583345241056,5.606355048622673,63.0
257,"
                 Four years ago, I went to Bali on holidays with my famiy during two weeks. There we saw many beautiful landscapes and we visited a lot of temples. One day we visited a wonderful temple. The particularity of this temple is that ther were monkeys. But this monkeys were educated by dishonest men. This men had learned to the monkeys to stole the glasses of the tourists and then to render the glasses in exchange of a snoop. Then the dishonest mens asked money to the tourist in exchange of his glasses. That arrived to my aunt who didn't hold her glasses. ",0.3,75.4,7.37,7.0,18.6,102.0,8.0,142.0,9.0,12.75,1.392156862745098,0.6407766990291263,6.503173235884335,4.598437894324677,35.07385620915033
258,"
                 I don't know if I prefere to draw or to cook. Drawing, because when I was a little girl, I used to draw everything I saw, everytime. And people told me I was an artist. But now, I don't draw anymore because I think that I don't have this ""mind child"" I had. I'm more intrested by food and health. One day, I want to be vegan, so I love cooking healthy meal, with organic food. It make me feel so good in my body and in my mind. ",0.3,92.42,5.33,2.6,18.9,89.0,7.0,107.0,5.0,12.714285714285714,1.202247191011236,0.6666666666666666,6.429100507328637,4.546060565661953,40.3
259,"
                 Every year, for 12 years, we go to the same club in Turkie. We know the animators and some customers who come every year as we. My best memory is the night of 21th July last year. We have clothes and accesories with the colors of Belgium and the atmosphere was fantastic. We always have fun there and we forget everything else. ",0.15,84.27,7.31,6.08,18.0,62.0,5.0,83.0,6.0,12.4,1.3387096774193548,0.7213114754098361,5.633622717047423,3.9835728258708154,41.77324263038549
260,"
                 The last book I read was a novel of Mary Higgins Clark. The next I'm going to read is a book of Arthur Conan Doyle, or Agatha Christie, or Michael Connelly, or ... You know I really enjoy reading detective novels. By the way I think that the best book I have ever read is not the book that I'm reading now, but it will surely be the next I'm going to read tomorrow. Let me explain... When I buy a detective novel - if it's a gift then so much the better - I immediately start reading it because I'm so eager to know what happens at the end. But when I turn over the last page, I'm pleased of course but at the same time I always feel a bit disappointed. The meal is over, the pleasure went away... The poor book is lying on the table like a faded flower... The only thing to do is to buy a new that will be better than the preceding book. And I can't stand waiting for... ",0.6666666666666666,80.82,6.24,4.41,23.4,174.0,11.0,220.0,8.0,15.818181818181818,1.264367816091954,0.5580110497237569,7.50727087709638,5.308442145399131,44.21581796311147
261,"
                 I usually get up at 7 since I finished work. I take my breakfast and have a shower. Then I usually read for half an hour, before I go out for a walk. I don't run but I like very much to step fast for more or less an hour. When I come back home, I drink a coffee and I do what I have to (iron, PC , ....) Two times a week (tuesday and friday), I eat at noon with my friend {name} and sometimes, after, we go for shopping or for a movie. When it's about six o'clock, I prepare dinner and my husband and I eat about seven. After, I often read again for an hour or two, or I watch Tv until we go to bed at eleven. Every wednesday it's ""grandchildren day""! I like my new life very much! ",0.3,90.8,1.37,2.49,21.8,143.0,10.0,168.0,3.0,14.3,1.1748251748251748,0.589041095890411,7.117410641980364,5.032769329433615,61.02217294900221
262,"
                 everyday i get up at 8 a clock. I always turn my music on. To have a nice day. Firstly, i take my shower. In a second time I breakfast. Then i go to school. But that's depend about my timetable. I don't begin at 8h30 everday so sometimes I watch tv ",0.11666666666666665,98.72,5.78,0.64,9.9,52.0,8.0,64.0,1.0,6.5,1.2307692307692308,0.7735849056603774,5.63178312189625,3.982272035664783,58.52083333333334
263,"
                 hello my friend! Tkank you for the invitation of your birthday. I may be late the day that you indicated on your invitation but i can help you to prepare your party I can go shopping with your mom like that we can take more things and avoid unnecessary trips and economise time and money I can also be there to arrange and decorate the room I can help you in everything you want I'm free throughout that week  big kiss ",0.39999999999999997,69.45,7.12,6.91,40.0,81.0,3.0,106.0,6.0,27.0,1.308641975308642,0.6707317073170732,6.073733934116559,4.294778451936667,46.981762917933125
264,"
                 Last summer I went to Thailand with a volunteer organisation. I went to a orphanage, and the projet is to cleaning and painting this orphanage. i was with a group of 20 people. I met a lot of peaople from diferent country, Italian, French, Belgian an Thai Peaople. The children waren so cut. We given lesson of english to the children. The thai culture is so special, the food, the charcter of peaple but there waren so welcoming. It was a amazing experience. I recomended it ! ",0.15,78.65,7.97,6.59,14.2,86.0,9.0,124.0,7.0,9.555555555555555,1.441860465116279,0.6235294117647059,5.7486571321943885,4.064914440891063,38.25
265,"
                 I went to the USA 2years ago. It was an amazing trip. I've got a lot of things to tell you about this trip , but I must to make a choice. We were driving when my mum said : look at the sea,  girls !!! When I saw this whale in the sea , I could not believe it. It was so magical to see this big animal in the sea. ",0.19999999999999998,102.31,6.05,0.91,18.3,68.0,6.0,75.0,2.0,11.333333333333334,1.1029411764705883,0.6956521739130435,5.778520948116921,4.086031347641994,54.66233766233766
266,"
                 I don't totally agree with this sentence. Of course, to have a healthy life you need to look after what you eat but this isn't the main thing. You will also need to do some sport. I am not talking about going to the gym, walking or cycling instead of taking the car when possible is enough, as long as it is done more than once a week. Moreover, a healthy life depends on your sleep time. having a good a night sleep is important. Drinking plenty of water is a factor which will help you get a healthier life. Our body needs water to work properly. it will help remove waste and it will carry nutrients and oxygen as well. Avoiding alcohol and cutting smoking can also help. Those 2 things don't bring anything good to your body. You are likely to have cancer and liever disease. Smoking gives you bad breath and teeths problems. this might be a silly thing but from my point of view, think positive can also give you a healthier life. You will evacuate the stress which can cause sometimes health isssues. Finally, we come to a point to say that a healty life depends to many factors as important as each other. ",0.6,83.56,6.7,6.25,17.9,209.0,16.0,273.0,12.0,13.0625,1.30622009569378,0.6161137440758294,8.949569080679685,6.32830098564606,93.51136363636363
267,"
                 Dear {name}, Thanks for your invitation, it is very kind. I will come with pleisure! But how can I help you? I can bring some food and I also come early to install everything with you. My father have good taste for music and he can put some songs on a USB key if you want. Have a good day and I am sure your birhtday will be the best! XOXO {name} ",0.25,93.14,5.77,3.0,17.7,72.0,6.0,83.0,2.0,12.0,1.1527777777777777,0.7222222222222222,6.128258770283413,4.333333333333333,72.0
268,"
                 I like travelling. My favourite country is South Africa with the bush, animals and beautiful landscape. People is fantastict with a very good bevahiour. I like gardening. It is a moment where i don't never thing. I like cooking. ",0.05000000000000001,81.8,7.2,6.85,8.7,39.0,6.0,56.0,5.0,6.5,1.435897435897436,0.775,4.901530373260988,3.465905365124674,44.44444444444445
269,"
                 I haven't many hobbies. I'm working like teacher in a primary school and prepare some activities for my students is my favorite hobby. Also, i like to go shopping with my daughter and my friends, to walk outside when the weather is good. I don't like sport very much, but roll on my bicycle when the sun is, is very enjoy for me! ",0.08333333333333333,80.82,6.17,5.97,22.8,63.0,4.0,83.0,3.0,15.75,1.3174603174603174,0.7121212121212122,5.785300076028638,4.090824914958899,41.73529411764706
270,"
                 I would invest in a house of moreover 300.000 €. I would also buy a car for 30.000 € maximum. I would put all the rest at the bank on a spare account. For me, 1 million is far not enough to stop working, so it's a very good help to avoid a leaning at the bank, a lot of people earns a million in their entire life. I would also maybe go on holliday every year, or make a party to celebrate my million € but no excess like a Porsche of 300.000 € or expensive party's. To finish, I would say that 1 million make life more easy but don't change it in a radical way. ",0.35000000000000003,80.31,7.22,4.0,24.4,114.0,7.0,143.0,5.0,16.285714285714285,1.2543859649122806,0.6206896551724138,6.685032174373868,4.727031582950012,58.0
271,"
                 As I'm retired, I'll give a part of it to my son to enable it to carry out a major project he wants to achive. For the rest as I do like travel, I would like visit the regions of the world I haven't seen, as the Brazil and the Argentina and also, most of all the states of the US that i don't yet visited. And also, once more go back to San Fransisco. So, if you have on million euros... I'm therefore ",0.25,84.0,7.31,3.48,33.0,84.0,4.0,102.0,3.0,21.0,1.2142857142857142,0.6741573033707865,6.35998728003816,4.4971901339751685,36.359756097560975
272,"
                 I was on holiday in Scotland. Scotland is a famous country in the north of England. There is many landscape without city, we lived in the middle of the nature , the wind was blowing and the sky was always grey. We saw a lot of sheeps in the meadows. There are also many fjords which enter the scotisch earth. One of then is very famous, and many tourist go ther in order to see the Loch Ness Monster . The inhabitants call him Nessie . He looks likes a big snake floating on the see; it possible to see him, at some special hours of the day.I was very lucky because I saw him, I took many pictures fron him. I speak to him too, I tell him "" Hello , how are you, I came from Belgium expecially for your, I am very happy to see you"" - Hy, {name} , he answers, have a nice trip , here ! See you soon, next year. ",0.25,90.7,7.35,4.57,21.7,158.0,11.0,194.0,4.0,14.363636363636363,1.2278481012658229,0.6163522012578616,7.771905540037812,5.4955671101020345,48.859375
273,"
                 Before starting and write down differents advices, I think this is important to the people to understand the fact that everybody have responsabilities about the environment problem, we all have to contribuate to the improving of this last one. So, first, I think one of the most important point is about the car. The best advice I can give is to try to use less the car and privilegiate the bus, the metro or also the co-driving. You can even take the cycle for the littles journeys. Secondly, we have differents ways to improve the environment at our homes and in the differents tasks like have a shower, go to the toilet,.. For example, if you brush your teeth or when you clean yourselfe with bath soap, don't let de water flow. Or in winter, if you have a little cold, don't rise the radiator but take a big pullover and wear it. Third, we can use more green-energies, if we have the financials possibilities to invest in solar panel or little wind turbine I think this is a really important way to improve the environment. ",0.39999999999999997,64.75,7.51,8.42,34.4,186.0,8.0,265.0,23.0,23.25,1.424731182795699,0.574468085106383,7.876709540886306,5.569674729797484,44.942651977178826
